employee_id,designation,coe_dep,competency_sheet,competency_question,response,score,competency_source
EMP200,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,5.0,observed
EMP339,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP83,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP721,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,4.0,observed
EMP1006,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,5.0,observed
EMP634,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP925,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP491,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP321,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,4.0,observed
EMP206,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,1.0,observed
EMP502,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,4.0,observed
EMP412,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,4.0,observed
EMP782,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,3.0,observed
EMP512,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,5.0,observed
EMP736,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,5.0,observed
EMP111,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,2.0,observed
EMP948,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,2.0,observed
EMP725,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP327,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,4.0,observed
EMP611,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP582,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,1.0,observed
EMP714,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,5.0,observed
EMP806,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP986,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,4.0,observed
EMP316,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,3.0,observed
EMP996,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP1008,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP923,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP965,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,5.0,observed
EMP165,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP132,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP241,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,2.0,observed
EMP916,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",No,0.0,observed
EMP300,Senior Software Engineer,Full Stack,Senior Software Engineer,"Communicates with clarity, with the ability to confidently explain complex concepts in a simple, structured manner",Yes,3.0,observed
EMP433,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP1014,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP318,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP399,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP282,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP365,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP905,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP387,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP267,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP755,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP774,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP653,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP171,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP992,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP246,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP737,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP863,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP325,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP556,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP729,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP1025,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP376,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP400,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP593,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP541,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP274,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP555,Senior Software Engineer ,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP698,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP870,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP519,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP174,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP546,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP499,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP191,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP323,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP86,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP439,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP624,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP753,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP817,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP759,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP133,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP826,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP243,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP58,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP744,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP690,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP677,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP207,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP975,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP350,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP650,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP121,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP764,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP1032,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP79,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP218,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP932,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP710,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP612,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP802,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP761,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP844,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP978,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP823,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP1037,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP11,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP204,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP508,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP200,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP339,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP83,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP721,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP1006,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP634,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP925,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP491,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP321,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP206,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP502,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP412,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP782,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP512,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP736,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP111,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP948,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP725,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP327,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP611,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP582,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP714,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP806,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP986,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP316,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP996,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP1008,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP923,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP965,Senior Software Engineer,Data Engineering,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP165,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP132,Senior Software Engineer,Techops & Automation,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP241,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP916,Senior Software Engineer,Data Science & AI,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP300,Senior Software Engineer,Full Stack,Senior Software Engineer,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP670,Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP669,Trainee Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP242,Legal Counsel,Support - Legal,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP822,Associate HRBP,Support,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP862,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP104,Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP336,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP982,Trainee Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP896,Interim Group Financial Controller,Finance,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP940,Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP633,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP114,Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP629,Admin Manager,HR,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP587,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP926,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP7,Trainee Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP492,Senior Solutions Consultant,Delivery,Synthetic Proxy,Tenure-based capability proxy,Yes,5.0,imputed_tenure_proxy
EMP752,Trainee Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP739,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP344,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP482,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP118,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP561,Associate Consultant,,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP585,Trainee Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP375,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP293,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP946,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP997,Consultant,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP147,Associate Consultant,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP170,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP893,Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP179,Senior Associate Consultant,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP213,Trainee Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP368,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP746,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP470,Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP763,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP109,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP228,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP906,Senior Associate Consultant,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP869,Senior Legal Counsel & Head of Privacy,Legal,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP393,Senior Solutions Consultant,Delivery,Synthetic Proxy,Tenure-based capability proxy,Yes,4.0,imputed_tenure_proxy
EMP186,Senior HRBP,HR,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
EMP224,,,Synthetic Proxy,Tenure-based capability proxy,No,1.0,imputed_tenure_proxy
EMP837,Trainee Software Engineer,Delivery,Synthetic Proxy,Tenure-based capability proxy,No,0.0,imputed_tenure_proxy
